# symbols=49 edges=41 warnings=0
EDGE	Client.CreateOrder	Client.post		0	cycle=false	ambiguous=true	meta=
EDGE	GET /admin/orders/{id}	AdminHandler.Get		0	cycle=false	ambiguous=false	meta=
EDGE	GET /api/v1/orders/{id}	OrderHandler.Get		0	cycle=false	ambiguous=false	meta=
EDGE	GET /healthz	HealthHandler.Check		0	cycle=false	ambiguous=false	meta=
EDGE	InventoryService.Reserve	InventoryService.available		0	cycle=false	ambiguous=false	meta=
EDGE	InventoryService.available	Item.InStock		0	cycle=false	ambiguous=true	meta=
EDGE	MemoryOrderRepository.Find	MemoryOrderRepository.key		0	cycle=false	ambiguous=false	meta=
EDGE	MemoryOrderRepository.Save	MemoryOrderRepository.key		0	cycle=false	ambiguous=false	meta=
EDGE	Order.Subtotal	Item.LineTotal		0	cycle=false	ambiguous=true	meta=
EDGE	OrderHandler.Create	OrderHandler.decode		0	cycle=false	ambiguous=false	meta=
EDGE	OrderHandler.Create	OrderService.Create		0	cycle=false	ambiguous=false	meta=
EDGE	OrderHandler.Get	OrderService.Get		0	cycle=false	ambiguous=false	meta=
EDGE	OrderService.Create	OrderService.validate		0	cycle=false	ambiguous=false	meta=
EDGE	OrderService.validate	Order.Subtotal		0	cycle=false	ambiguous=true	meta=
EDGE	POST /api/v1/orders	OrderHandler.Create		0	cycle=false	ambiguous=false	meta=
EDGE	PostgresOrderRepository.Find	persistence.SelectOrder		0	cycle=false	ambiguous=false	meta=
EDGE	PostgresOrderRepository.Save	persistence.UpsertOrder		0	cycle=false	ambiguous=false	meta=
EDGE	Router.Handle	AdminHandler.Get		0	cycle=false	ambiguous=false	meta=
EDGE	Router.Handle	HealthHandler.Check		0	cycle=false	ambiguous=false	meta=
EDGE	Router.Handle	OrderHandler.Create		0	cycle=false	ambiguous=false	meta=
EDGE	StdLogger.Info	StdLogger.write		0	cycle=false	ambiguous=true	meta=
EDGE	StdLogger.Warn	StdLogger.write		0	cycle=false	ambiguous=true	meta=
EDGE	apiclient.TestClient_CreateOrder	Client.CreateOrder		0	cycle=false	ambiguous=true	meta=
EDGE	apiclient.TestClient_CreateOrder	apiclient.New		0	cycle=false	ambiguous=false	meta=
EDGE	apiclient.TestClient_CreateOrder_RejectsEmptyID	Client.CreateOrder		0	cycle=false	ambiguous=true	meta=
EDGE	apiclient.TestClient_CreateOrder_RejectsEmptyID	apiclient.New		0	cycle=false	ambiguous=false	meta=
EDGE	config.Load	Config.Validate		0	cycle=false	ambiguous=true	meta=
EDGE	handlers.TestOrderHandler_Create	OrderHandler.Create		0	cycle=false	ambiguous=true	meta=
EDGE	handlers.TestOrderHandler_Create	handlers.NewOrderHandler		0	cycle=false	ambiguous=false	meta=
EDGE	main.Run	Router.Handle		0	cycle=false	ambiguous=true	meta=
EDGE	main.Run	config.Load		0	cycle=false	ambiguous=false	meta=
EDGE	main.Run	handlers.NewAdminHandler		0	cycle=false	ambiguous=false	meta=
EDGE	main.Run	handlers.NewHealthHandler		0	cycle=false	ambiguous=false	meta=
EDGE	main.Run	handlers.NewOrderHandler		0	cycle=false	ambiguous=false	meta=
EDGE	main.Run	handlers.NewRouter		0	cycle=false	ambiguous=false	meta=
EDGE	main.Run	orders.NewOrderService		0	cycle=false	ambiguous=false	meta=
EDGE	main.Run	persistence.NewMemoryOrderRepository		0	cycle=false	ambiguous=false	meta=
EDGE	orders.TestOrderService_Create	orders.NewOrderService		0	cycle=false	ambiguous=false	meta=
EDGE	orders.TestOrderService_Create	persistence.NewMemoryOrderRepository		0	cycle=false	ambiguous=false	meta=
EDGE	orders.TestOrderService_Get	orders.NewOrderService		0	cycle=false	ambiguous=false	meta=
EDGE	orders.TestOrderService_Get	persistence.NewMemoryOrderRepository		0	cycle=false	ambiguous=false	meta=
SYM	AdminHandler.Get	handler	internal/handlers/admin_handler.go	21	0	internal/handlers	"func (*AdminHandler) Get(_ context.Context, _ string) (string, error)"	"@api GET /admin/orders/{id}\n\nGet returns the operator view of one order."
SYM	Client.CreateOrder	service	pkg/apiclient/client.go	22	0	pkg/apiclient	"func (*Client) CreateOrder(ctx context.Context, id string) error"	"CreateOrder posts a new order."
SYM	Client.post	service	pkg/apiclient/client.go	30	0	pkg/apiclient	"func (*Client) post(_ context.Context, _ string, _ string) error"	"post is the unexported transport helper every verb funnels through."
SYM	Config.Validate	repository	internal/persistence/config.go	13	0	internal/persistence	"func (*Config) Validate() error"	"Validate rejects a pool configuration the daemon could not open."
SYM	GET /admin/orders/{id}	endpoint	internal/handlers/admin_handler.go	21	0		""	""
SYM	GET /api/v1/orders/{id}	endpoint	internal/handlers/order_handler.go	34	0		""	""
SYM	GET /healthz	endpoint	internal/handlers/health_handler.go	16	0		""	""
SYM	HealthHandler.Check	handler	internal/handlers/health_handler.go	16	0	internal/handlers	"func (*HealthHandler) Check(_ context.Context) error"	"@api GET /healthz\n\nCheck reports process liveness."
SYM	InventoryService.Reserve	service	internal/services/inventory/service.go	22	0	internal/services/inventory	"func (*InventoryService) Reserve(_ context.Context, sku string, qty int) error"	"Reserve decrements on-hand stock for sku."
SYM	InventoryService.available	service	internal/services/inventory/service.go	33	0	internal/services/inventory	"func (*InventoryService) available(sku string, qty int) bool"	"available is an unexported method that fans out to Item.InStock."
SYM	Item.InStock	service	internal/services/inventory/model.go	12	0	internal/services/inventory	"func (Item) InStock(qty int) bool"	"InStock reports whether at least qty units are available."
SYM	Item.LineTotal	service	internal/services/orders/model.go	30	0	internal/services/orders	"func (Item) LineTotal() int"	"LineTotal is the extended price for one line."
SYM	MemoryOrderRepository.Find	repository	internal/persistence/memory_repository.go	28	0	internal/persistence	"func (*MemoryOrderRepository) Find(_ context.Context, id string) (*orders.Order, error)"	"Find returns the order stored under id, or orders.ErrNotFound."
SYM	MemoryOrderRepository.Save	repository	internal/persistence/memory_repository.go	22	0	internal/persistence	"func (*MemoryOrderRepository) Save(_ context.Context, o *orders.Order) error"	"Save stores o under its normalised key."
SYM	MemoryOrderRepository.key	repository	internal/persistence/memory_repository.go	37	0	internal/persistence	"func (*MemoryOrderRepository) key(id string) string"	"key normalises an id into a map key."
SYM	Order.Subtotal	service	internal/services/orders/model.go	21	0	internal/services/orders	"func (*Order) Subtotal() int"	"Subtotal sums the order's line totals."
SYM	OrderHandler.Create	handler	internal/handlers/order_handler.go	23	0	internal/handlers	"func (*OrderHandler) Create(ctx context.Context, body []byte) error"	"@api POST /api/v1/orders\n\nCreate accepts a new order."
SYM	OrderHandler.Get	handler	internal/handlers/order_handler.go	34	0	internal/handlers	"func (*OrderHandler) Get(ctx context.Context, id string) (*orders.Order, error)"	"@api GET /api/v1/orders/{id}\n\nGet returns one order."
SYM	OrderHandler.decode	handler	internal/handlers/decode.go	11	0	internal/handlers	"func (*OrderHandler) decode(_ []byte) (*orders.Order, error)"	"decode turns a request body into an order.\n\nIt lives in its own file rather than next to Create because the scanner\nattaches an @api annotation to the next function declared within ten\nlines of it — keeping the unexported helper out of that window keeps the\ngolden snapshot free of an endpoint -> decode edge that nobody meant."
SYM	OrderService.Create	service	internal/services/orders/service.go	25	0	internal/services/orders	"func (*OrderService) Create(ctx context.Context, o *Order) error"	"Create validates the order and hands it to the repository.\n\nThe repo field is interface-typed and the interface has two\nimplementations in the same package, so the scanner cannot pick a\nconcrete callee. It does not fall back to an ambiguous edge either: the\ncall is dropped, and the golden snapshot pins that absence."
SYM	OrderService.Get	service	internal/services/orders/service.go	33	0	internal/services/orders	"func (*OrderService) Get(ctx context.Context, id string) (*Order, error)"	"Get loads one order by id."
